"cidade","doenca","quantidade"
"Rincão do Meio","Outros transtornos especificados dos órgãos genitais masculinos",0
"Rincão do Meio","Outras colelitíases",0
"Rincão do Meio","Outros transtornos especificados do aparelho urinário",0
"Rincão do Meio","Outras doenças bacterianas especificadas",0
"Rincão do Meio","Retenção urinária",0
"Rincão do Meio","Infecção estafilocócica de localização não especificada",0
"Rincão do Meio","Parto único espontâneo",0
"Rincão do Meio","Outros cistos ovarianos e os não especificados",0
"Rincão do Meio","Hipertrofia do prepúcio",0
"Rincão do Meio","Infecção do trato urinário de localização não especificada",0
"Rincão do Meio","Transtorno depressivo recorrente",0
"Rincão do Meio","Outros transtornos da placenta",0
"Rincão do Meio","Hemorróidas externas sem complicação",0
"Rincão do Meio","Esquizofrenia simples",0
"Rincão do Meio","Transtorno afetivo bipolar",0
"Rincão do Meio","Esquizofrenia paranóide",0
"Rincão do Meio","Fratura do colo do fêmur",0
"Rincão do Meio","Diarréia e gastroenterite de origem infecciosa presumível",1
"Rincão do Meio","Dengue [dengue clássico]",0
"Rincão do Meio","Calculose da vesícula biliar com colicistite aguda",0
"Rincão do Meio","Neoplasia benigna do útero",0
"Rincão do Meio","Outra hidrocele",0
"Rincão do Meio","Neoplasia lipomatosa benigna da pele e do tecido subcutâneo da cabeça",0
"Rincão do Meio","Outras gastrites",0
"Rincão do Meio","Fratura das diáfises do rádio e do cúbito [ulna]",0
"Rincão do Meio","Outros descolamentos da retina",0
"Rincão do Meio","Edema cerebral traumático",0
"Rincão do Meio","Obstrução do duodeno",0
"Rincão do Meio","Cirrose hepática alcoólica",0
"Rincão do Meio","Outra insuficiência renal crônica",0
"Rincão do Meio","Neoplasia maligna da porção central da mama",0
"Rincão do Meio","Traumatismo do cólon",0
"Rincão do Meio","Hiperplasia da próstata",0
"Rincão do Meio","Fratura de outras partes e de partes não especificadas do punho e da mão",0
"Rincão do Meio","Seguimento envolvendo remoção de placa de fratura e outros dispositivos de fixação interna",0
"Rincão do Meio","Outras coxartroses pós-traumáticas",0
"Rincão do Meio","Outras formas de doença isquêmica aguda do coração",0
"Rincão do Meio","Outras esquizofrenias",0
"Rincão do Meio","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome de dependência",0
"Rincão do Meio","Transtornos mentais e comportamentais devidos ao uso de álcool - transtorno psicótico",0
"Rincão do Meio","Outras poliartroses",0
"Rincão do Meio","Luxação congênita unilateral do quadril",0
"Rincão do Meio","Outras deformidades da orelha",0
"Rincão do Meio","Insuficiência cardíaca congestiva",0
"Rincão do Meio","Linfoma não-Hodgkin difuso",0
"Rincão do Meio","Leiomioma subseroso do útero",0
"Rincão do Meio","Neoplasia maligna do colo do útero",0
"Rincão do Meio","Neoplasia de comportamento incerto ou desconhecido do ovário",0
"Rincão do Meio","Neoplasia lipomatosa benigna da pele e tecido subcutâneo de outras localizações e de localizações não especificadas",0
"Rincão do Meio","Transtornos inflamatórios da mama",0
"Rincão do Meio","Outros tipos de parto único por cesariana",0
"Rincão do Meio","Causas desconhecidas e não especificadas de morbidade",0
"Rincão do Meio","Trabalho de parto e parto complicados por cordão curto",0
"Rincão do Meio","Gastrite crônica",0
"Rincão do Meio","Epilepsia",0
"Rincão do Meio","Diabetes mellitus não especificado - com complicações não especificadas",0
"Rincão do Meio","Doença do esôfago",0
"Rincão do Meio","Pneumonia não especificada",0
"Rincão do Meio","Outras gastrites agudas",0
"Rincão do Meio","Asma não especificada",0
"Rincão do Meio","Desnutrição protéico-calórica não especificada",0
"Rincão do Meio","Trabalho de parto prolongado",0
"Rincão do Meio","Infecção viral não especificada",0
"Rincão do Meio","Nefrite túbulo-intersticial crônica não especificada",0
"Rincão do Meio","Leiomioma do útero",0
"Rincão do Meio","Outras doenças da glândula de Bartholin",0
"Rincão do Meio","Cisto da glândula de Bartholin",0
"Rincão do Meio","Outros abscessos da faringe",0
"Rincão do Meio","Calculose de via biliar sem colangite ou colecistite",0
"Rincão do Meio","Hiperplasia adenomatosa endometrial",0
"Rincão do Meio","Doença pelo HIV resultando em encefalopatia",0
"Rincão do Meio","Efeito tóxico do veneno de serpente",0
"Rincão do Meio","Peritonite aguda",0
"Rincão do Meio","Traumatismo cerebral focal",0
"Rincão do Meio","Bexiga neuropática não-inibida não classificada em outra parte",0
"Rincão do Meio","Doença pulmonar obstrutiva crônica com infecção respiratória aguda do trato respiratório inferior",0
"Rincão do Meio","Neoplasia maligna secundária e não especificada dos gânglios linfáticos da cabeça",0
"Rincão do Meio","Esterilização",0
"Rincão do Meio","Nódulo mamário não especificado",0
"Rincão do Meio","Trabalho de parto e parto complicados por sofrimento fetal",0
"Rincão do Meio","Outras anormalidades da contração uterina",0
"Rincão do Meio","Hérnia ventral sem obstrução ou gangrena",0
"Rincão do Meio","Pólipo do corpo do útero",0
"Rincão do Meio","Erisipela",0
"Rincão do Meio","Gravidez prolongada",0
"Rincão do Meio","Anemia não especificada",0
"Rincão do Meio","Hipertensão essencial (primária)",0
"Rincão do Meio","Bronquite aguda não especificada",0
"Rincão do Meio","Episódio depressivo moderado",0
"Rincão do Meio","Gastrite não especificada",0
"Rincão do Meio","Outras septicemias especificadas",0
"Rincão do Meio","Outros recém-nascidos de pré-termo",0
"Rincão do Meio","Tuberculose pulmonar",0
"Rincão do Meio","Fratura da rótula [patela]",0
"Rincão do Meio","Fratura da extremidade inferior do úmero",0
"Rincão do Meio","Neoplasia maligna dos ureteres",0
"Rincão do Meio","Fratura do maléolo lateral",0
"Rincão do Meio","Afecções da pele e do tecido subcutâneo",0
"Rincão do Meio","Cisto ovariano de desenvolvimento",0
"Rincão do Meio","Parto por cesariana",0
"Rincão do Meio","Infecção bacteriana não especificada",0
"Rincão do Meio","Neoplasia benigna de outras partes do útero",0
"Rincão do Meio","Úlcera gastrojejunal - aguda com hemorragia",0
"Rincão do Meio","Neoplasia benigna de localização não especificada",0
"Rincão do Meio","Salpingite e ooforite não especificadas",0
"Rincão do Meio","Fratura da diáfise do fêmur",0
"Rincão do Meio","Luxação da articulação do tornozelo",0
"Rincão do Meio","Neoplasia de comportamento incerto ou desconhecido da bexiga",0
"Rincão do Meio","Apendicite aguda sem outra especificação",0
"Rincão do Meio","Outras doenças especificadas do intestino",0
"Rincão do Meio","Hérnia umbilical sem obstrução ou gangrena",0
"Rincão do Meio","Neoplasia de comportamento incerto ou desconhecido da próstata",0
"Rincão do Meio","Nevo melanocítico de outras partes e de partes não especificadas da face",0
"Rincão do Meio","Neoplasia benigna da glândula parótida",0
"Rincão do Meio","Outras pneumonias bacterianas",0
"Rincão do Meio","Outros transtornos respiratórios pós-procedimentos",0
"Rincão do Meio","Úlcera de decúbito",0
"Rincão do Meio","Pneumoconiose não especificada",0
"Rincão do Meio","Pneumonia viral não especificada",0
"Rincão do Meio","Traumatismo do rim",0
"Rincão do Meio","Doador de medula óssea",0
"Rincão do Meio","Leucemia linfoblástica aguda",0
"Rincão do Meio","Angina instável",0
"Rincão do Meio","Neoplasia de comportamento incerto ou desconhecido da medula espinhal",0
"Rincão do Meio","Trabalho de parto precipitado",0
"Rincão do Meio","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome de abstinência com delirium",0
"Rincão do Meio","Fratura da diáfise da tíbia",0
"Rincão do Meio","Neoplasia maligna da glândula tireóide",0
"Rincão do Meio","Gangrena gasosa",0
"Rincão do Meio","Transtornos do desenvolvimento dos maxilares",0
"Rincão do Meio","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome [estado] de abstinência",0
"Rincão do Meio","Insuficiência respiratória do recém-nascido",0
"Rincão do Meio","Fratura da extremidade distal do rádio e do cúbito [ulna]",0
"Rincão do Meio","Fenda palatina não especificada",0
"Rincão do Meio","Fratura da clavícula",0
"Rincão do Meio","Doença do pâncreas",0
"Rincão do Meio","Fratura da extremidade superior do úmero",0
"Rincão do Meio","Acidente vascular cerebral",0
"Rincão do Meio","Varizes dos membros inferiores com úlcera",0
"Rincão do Meio","Insuficiência cardíaca não especificada",0
"Rincão do Meio","Diabetes mellitus não-insulino-dependente - com complicações não especificadas",0
"Rincão do Meio","Angiopatia periférica em doenças classificadas em outra parte",0
"Rincão do Meio","Doença pulmonar obstrutiva crônica não especificada",0
"Rincão do Meio","Hérnia ventral com obstrução",0
"Rincão do Meio","Neoplasia maligna da próstata",0
"Rincão do Meio","Outros traumatismos intracranianos",0
"Rincão do Meio","Bloqueio atrioventricular total",0
"Rincão do Meio","Fratura de outras partes do antebraço",0
"Rincão do Meio","Outras infecções intestinais especificadas",0
"Rincão do Meio","Insuficiência respiratória aguda",0
"Rincão do Meio","Hipertensão secundária",0
"Rincão do Meio","Septicemia bacteriana não especificada do recém-nascido",0
"Rincão do Meio","Afecções hipertróficas da pele",0
"Rincão do Meio","Salpingite e ooforite agudas",0
"Rincão do Meio","Hepatite viral",0
"Rincão do Meio","Abscesso cutâneo",0
"Rincão do Meio","Outros sintomas e sinais gerais especificados",0
"Rincão do Meio","Complicação não especificada de cuidados médicos e cirúrgicos",0
"Rincão do Meio","Diabetes mellitus insulino-dependente - sem complicações",0
"Rincão do Meio","Fratura da diáfise do úmero",0
"Rincão do Meio","Neoplasia maligna da face dorsal da língua",0
"Rincão do Meio","Síndrome do túnel do tarso",0
"Rincão do Meio","Insuficiência renal crônica não especificada",0
"Rincão do Meio","Outras hemorragias subaracnóides",0
"Rincão do Meio","Neoplasia maligna do estômago com lesão invasiva",0
"Rincão do Meio","Estenose mitral",0
"Rincão do Meio","Neoplasia maligna do cérebro",0
"Rincão do Meio","Fístula de via biliar",0
"Rincão do Meio","Outras pneumonias virais",0
"Rincão do Meio","Desconforto respiratório não especificado do recém-nascido",0
"Rincão do Meio","Outras complicações específicas de gestação múltipla",0
"Rincão do Meio","Pré-eclâmpsia não especificada",0
"Rincão do Meio","Transtorno osteomuscular não especificado pós-procedimento",0
"Rincão do Meio","Neoplasia maligna do estômago",0
"Rincão do Meio","Cólica nefrética não especificada",0
"Rincão do Meio","Bronquite não especificada como aguda ou crônica",0
"Rincão do Meio","Diabetes mellitus insulino-dependente - com complicações não especificadas",0
"Rincão do Meio","Leucoma aderente",0
"Rincão do Meio","Fratura dos ossos malares e maxilares",0
"Rincão do Meio","Neoplasia maligna da porção cervical do esôfago (esôfago cervical)",0
"Rincão do Meio","Amputação traumática do pé ao nível do tornozelo",0
"Rincão do Meio","Incompetência do colo do útero",0
"Rincão do Meio","Aborto retido",0
"Rincão do Meio","Neoplasia maligna do cerebelo",0
"Rincão do Meio","Outras cistites",0
"Rincão do Meio","Embolia aérea subseqüentes à infusão",0
"Rincão do Meio","Leucemia mielóide aguda",0
"Rincão do Meio","Distúrbio metabólico não especificado",0
"Rincão do Meio","Calculose da vesícula biliar sem colecistite",0
"Barão de Serra Branca","Outros tipos de parto único espontâneo",0
"Barão de Serra Branca","Cisto pilonidal com abscesso",0
"Barão de Serra Branca","Cistocele",0
"Barão de Serra Branca","Anemia nutricional não especificada",0
"Barão de Serra Branca","Obstrução do trabalho de parto devida a desproporção feto-pélvica",0
"Barão de Serra Branca","Aborto espontâneo - incompleto",0
"Barão de Serra Branca","Infecção intestinal bacteriana não especificada",0
"Barão de Serra Branca","Neoplasia maligna da trompa de Falópio",0
"Barão de Serra Branca","Parto por cesariana eletiva",0
"Barão de Serra Branca","Hérnia umbilical com obstrução",0
"Barão de Serra Branca","Sialadenite",0
"Barão de Serra Branca","Outras enterites virais",0
"Barão de Serra Branca","Infecção estreptocócica de localização não especificada",0
"Barão de Serra Branca","Outros acidentes isquêmicos cerebrais transitórios e síndromes correlatas",0
"Barão de Serra Branca","Diabetes mellitus insulino-dependente - com complicações circulatórias periféricas",0
"Barão de Serra Branca","Transtornos não especificados dos glóbulos brancos",0
"Barão de Serra Branca","Aderências peritoniais",0
"Barão de Serra Branca","Parto por cesariana de emergência",2
"Barão de Serra Branca","Púrpura trombocitopênica idiopática",0
"Barão de Serra Branca","Septicemia não especificada",0
"Barão de Serra Branca","Neoplasia maligna da mama com lesão invasiva",0
"Barão de Serra Branca","Parto espontâneo cefálico",2
"Barão de Serra Branca","Poliartropatia inflamatória",0
"Barão de Serra Branca","Diabetes mellitus não especificado - com complicações circulatórias periféricas",0
"Barão de Serra Branca","Pneumonia bacteriana não especificada",0
"Barão de Serra Branca","Trabalho de parto e parto complicados por vasa praevia",0
"Barão de Serra Branca","Hérnia inguinal unilateral ou não especificada",0
"Barão de Serra Branca","Calculose da vesícula biliar com outras formas de colecistite",0
"Barão de Serra Branca","Outras afecções especificadas da pele e do tecido subcutâneo",0
"Barão de Serra Branca","Outros transtornos especificados dos órgãos genitais masculinos",0
"Barão de Serra Branca","Outras colelitíases",0
"Barão de Serra Branca","Outros transtornos especificados do aparelho urinário",0
"Barão de Serra Branca","Outras doenças bacterianas especificadas",0
"Barão de Serra Branca","Retenção urinária",0
"Barão de Serra Branca","Infecção estafilocócica de localização não especificada",0
"Barão de Serra Branca","Parto único espontâneo",0
"Barão de Serra Branca","Outros cistos ovarianos e os não especificados",0
"Barão de Serra Branca","Hipertrofia do prepúcio",0
"Barão de Serra Branca","Infecção do trato urinário de localização não especificada",0
"Barão de Serra Branca","Transtorno depressivo recorrente",0
"Barão de Serra Branca","Outros transtornos da placenta",0
"Barão de Serra Branca","Hemorróidas externas sem complicação",0
